run,dropped_fold,MAE,DirAcc,VaRBreach
ablation_point_only_s46,none,0.033392209094017744,0.556695652173913,0.18478260869565216
ablation_point_only_s46,0,0.035818420350551605,0.5361739130434783,0.24347826086956523
ablation_point_only_s46,1,0.03392823599278927,0.5482318840579711,0.18260869565217394
ablation_point_only_s46,2,0.03232596504191557,0.5615072463768116,0.14492753623188406
ablation_point_only_s46,3,0.03149621499081453,0.5808695652173913,0.1681159420289855
ablation_static_fusion_s42,none,0.033083411399275064,0.5521739130434783,0.08043478260869565
ablation_static_fusion_s42,0,0.035292421778043113,0.5292173913043478,0.1072463768115942
ablation_static_fusion_s42,1,0.03406939965983232,0.5492173913043478,0.08115942028985507
ablation_static_fusion_s42,2,0.03184436447918415,0.5574492753623188,0.04927536231884058
ablation_static_fusion_s42,3,0.031127459680040676,0.5728115942028985,0.08405797101449275
ablation_static_fusion_s43,none,0.033502778969705105,0.5326086956521738,0.1
ablation_static_fusion_s43,0,0.035153636087973915,0.5286376811594203,0.12753623188405797
ablation_static_fusion_s43,1,0.03455933555960655,0.527768115942029,0.08985507246376812
ablation_static_fusion_s43,2,0.03258957962195078,0.5306666666666666,0.08405797101449275
ablation_static_fusion_s43,3,0.03170856460928917,0.5433623188405797,0.09855072463768116
ablation_static_fusion_s44,none,0.03291376633569598,0.5575652173913043,0.09347826086956522
ablation_static_fusion_s44,0,0.035032883286476135,0.536927536231884,0.12173913043478261
ablation_static_fusion_s44,1,0.03387548712392648,0.5492753623188406,0.08695652173913043
ablation_static_fusion_s44,2,0.03182561385134856,0.5626666666666666,0.07536231884057971
ablation_static_fusion_s44,3,0.030921081081032753,0.581391304347826,0.08985507246376812
ablation_static_fusion_s45,none,0.03445460693910718,0.49173913043478257,0.10434782608695652
ablation_static_fusion_s45,0,0.03714653104543686,0.4521739130434783,0.13333333333333333
ablation_static_fusion_s45,1,0.03446214087307453,0.5127536231884058,0.10434782608695653
ablation_static_fusion_s45,2,0.03372799915572008,0.4810434782608695,0.0753623188405797
ablation_static_fusion_s45,3,0.03248175668219725,0.5209855072463768,0.10434782608695652
ablation_static_fusion_s46,none,0.034054146613925695,0.5217391304347826,0.09347826086956522
ablation_static_fusion_s46,0,0.0367517943183581,0.4871304347826087,0.11594202898550725
ablation_static_fusion_s46,1,0.03524168021976948,0.5171014492753624,0.09565217391304348
ablation_static_fusion_s46,2,0.03214332150916258,0.5476521739130434,0.06956521739130435
ablation_static_fusion_s46,3,0.03207979040841261,0.5350724637681159,0.0927536231884058
baseline_arima,none,0.032797964290416586,0.551391304347826,
baseline_arima,0,0.034906896238615,0.5290434782608696,
baseline_arima,1,0.03382498560927347,0.5417391304347826,
baseline_arima,2,0.031658924876761294,0.5558260869565217,
baseline_arima,3,0.03080105043701657,0.5789565217391304,
baseline_cnn_bilstm,none,0.0347432098351419,0.5115217391304347,
baseline_cnn_bilstm,0,0.037101009860634804,0.5210434782608696,
baseline_cnn_bilstm,1,0.03654477745294571,0.4795942028985507,
baseline_cnn_bilstm,2,0.033510509257515274,0.5099710144927536,
baseline_cnn_bilstm,3,0.0318165427694718,0.5354782608695653,
baseline_cnn_bilstm_attn,none,0.03317042347043753,0.5655217391304348,
baseline_cnn_bilstm_attn,0,0.03531238871316115,0.547072463768116,
baseline_cnn_bilstm_attn,1,0.03424725619455179,0.5607536231884058,
baseline_cnn_bilstm_attn,2,0.031592088441054024,0.5744927536231884,
baseline_cnn_bilstm_attn,3,0.031529960532983146,0.579768115942029,
baseline_dcc_garch,none,0.03286898618881237,0.5356521739130435,0.05434782608695653
baseline_dcc_garch,0,0.0348985283517902,0.5260289855072464,0.07246376811594203
baseline_dcc_garch,1,0.03389230687261955,0.5284057971014493,0.057971014492753624
baseline_dcc_garch,2,0.031737981780658786,0.5354202898550725,0.04057971014492754
baseline_dcc_garch,3,0.030947127750180936,0.5527536231884058,0.0463768115942029
baseline_garch,none,0.03286898618881237,0.5356521739130435,0.043478260869565216
baseline_garch,0,0.0348985283517902,0.5260289855072464,0.057971014492753624
baseline_garch,1,0.03389230687261955,0.5284057971014493,0.043478260869565216
