run,dropped_fold,MAE,DirAcc,VaRBreach
dramt_seed49,none,0.03382906876504421,0.5464347826086957,0.10869565217391304
dramt_seed49,0,0.03638029843568802,0.5200579710144927,0.14202898550724638
dramt_seed49,1,0.03371565416455269,0.5516521739130434,0.08695652173913043
dramt_seed49,2,0.03291122242808342,0.5479999999999999,0.08985507246376812
dramt_seed49,3,0.03230910003185272,0.5660289855072463,0.11594202898550725
dramt_seed50,none,0.03299163840711117,0.5578695652173913,0.08043478260869565
dramt_seed50,0,0.03519678922990958,0.5375072463768116,0.10144927536231883
dramt_seed50,1,0.03410679039855798,0.5544927536231884,0.0782608695652174
dramt_seed50,2,0.03157461931308111,0.5630144927536233,0.05217391304347826
dramt_seed50,3,0.031088354686896007,0.576463768115942,0.08985507246376812
dramt_seed51,none,0.0332957049831748,0.551304347826087,0.10652173913043478
dramt_seed51,0,0.03566278889775276,0.5302608695652173,0.14202898550724638
dramt_seed51,1,0.033747706562280655,0.5488695652173914,0.08695652173913043
dramt_seed51,2,0.032320234924554825,0.5540289855072463,0.08695652173913043
dramt_seed51,3,0.03145208954811096,0.5720579710144927,0.11014492753623188
dramt_t,none,0.03298920625820756,0.547304347826087,0.034782608695652174
dramt_t,0,0.03512278012931347,0.5340869565217391,0.0463768115942029
dramt_t,1,0.03394111121694247,0.5373333333333333,0.020289855072463767
dramt_t,2,0.03184553297857443,0.5500289855072463,0.028985507246376815
dramt_t,3,0.031047400707999866,0.567768115942029,0.043478260869565216
dramt_t_garch,none,0.03332464583218098,0.556695652173913,0.04565217391304348
dramt_t_garch,0,0.03556877374649048,0.5403478260869564,0.06086956521739131
dramt_t_garch,1,0.03432414804895719,0.549391304347826,0.03768115942028986
dramt_t_garch,2,0.03230100000898043,0.5624347826086956,0.043478260869565216
dramt_t_garch,3,0.031104661524295807,0.5746086956521739,0.04057971014492753
dramt_t_har,none,0.03544085053727031,0.5254782608695652,0.01956521739130435
dramt_t_har,0,0.03846937914689382,0.4921159420289855,0.026086956521739132
dramt_t_har,1,0.03402749759455522,0.5456811594202898,0.02028985507246377
dramt_t_har,2,0.03497409634292126,0.5252753623188405,0.005797101449275362
dramt_t_har,3,0.03429242906471094,0.5388405797101449,0.026086956521739132
dramt_tg_ensemble,none,0.03300600219517946,0.5520434782608696,0.04565217391304347
dramt_tg_ensemble,0,0.035320382565259933,0.5362318840579711,0.06086956521739129
dramt_tg_ensemble,1,0.03387875358263651,0.5428985507246377,0.03768115942028986
dramt_tg_ensemble,2,0.03173339987794558,0.5565217391304348,0.03188405797101449
dramt_tg_ensemble,3,0.03109147275487582,0.5725217391304348,0.05217391304347826
dramt_tg_seed42,none,0.03364650486037135,0.5273043478260869,0.03260869565217391
dramt_tg_seed42,0,0.035991678635279335,0.504,0.043478260869565216
dramt_tg_seed42,1,0.03432736856242021,0.5465507246376812,0.03768115942028986
dramt_tg_seed42,2,0.03273014537990093,0.5232463768115942,0.026086956521739132
dramt_tg_seed42,3,0.031536826863884926,0.5354202898550725,0.02318840579710145
dramt_tg_seed43,none,0.034193073865026236,0.5344782608695653,0.043478260869565216
dramt_tg_seed43,0,0.03671772902210554,0.5167536231884058,0.057971014492753624
dramt_tg_seed43,1,0.034586854899923004,0.5251014492753623,0.028985507246376812
dramt_tg_seed43,2,0.032651412611206375,0.5480579710144927,0.028985507246376812
dramt_tg_seed43,3,0.032816298926870026,0.548,0.057971014492753624
dramt_tg_seed44,none,0.03571411082521081,0.5148260869565218,0.049999999999999996
dramt_tg_seed44,0,0.03690084256231785,0.5075942028985506,0.06666666666666667
dramt_tg_seed44,1,0.03745151807864507,0.5035942028985506,0.04057971014492753
dramt_tg_seed44,2,0.03464192586640517,0.5229565217391304,0.03768115942028986
dramt_tg_seed44,3,0.03386215679347515,0.5251594202898551,0.05507246376811594
dramt_tg_seed45,none,0.03324853675439954,0.5380869565217391,0.02826086956521739
dramt_tg_seed45,0,0.03514098065594832,0.5374492753623188,0.03768115942028986
dramt_tg_seed45,1,0.03431649133563042,0.5226086956521739,0.014492753623188406
dramt_tg_seed45,2,0.032171839848160744,0.536695652173913,0.02318840579710145
dramt_tg_seed45,3,0.03136483517785867,0.5555942028985507,0.03768115942028986
dramt_tg_seed46,none,0.034839387983083725,0.5095217391304347,0.03260869565217391
dramt_tg_seed46,0,0.03764097640911738,0.4754202898550724,0.043478260869565216
dramt_tg_seed46,1,0.035764469454685845,0.5,0.02318840579710145
dramt_tg_seed46,2,0.03233835722009341,0.548231884057971,0.02028985507246377
dramt_tg_seed46,3,0.03361374884843826,0.5144347826086956,0.043478260869565216
dramt_tg_seed47,none,0.032759067602455616,0.5594782608695652,0.028260869565217395
dramt_tg_seed47,0,0.03503656449417273,0.5371014492753624,0.03768115942028986
dramt_tg_seed47,1,0.033720809345444046,0.5533913043478261,0.02318840579710145
dramt_tg_seed47,2,0.031530419985453285,0.5636521739130435,0.017391304347826087
dramt_tg_seed47,3,0.0307484765847524,0.5837681159420289,0.034782608695652174
dramt_tg_seed48,none,0.03444668045267463,0.5399130434782609,0.034782608695652174
dramt_tg_seed48,0,0.03502626406649748,0.5344927536231884,0.0463768115942029
dramt_tg_seed48,1,0.03607680772741636,0.5270144927536232,0.03188405797101449
dramt_tg_seed48,2,0.033935846760869026,0.5396521739130434,0.017391304347826087
dramt_tg_seed48,3,0.03274780325591564,0.5584927536231884,0.043478260869565216
dramt_tg_seed49,none,0.033806861843913794,0.5378695652173913,0.041304347826086954
dramt_tg_seed49,0,0.036240845918655396,0.5080579710144928,0.05507246376811594
dramt_tg_seed49,1,0.033818031971653305,0.5563478260869564,0.028985507246376812
dramt_tg_seed49,2,0.03286910988390446,0.5367536231884058,0.034782608695652174
dramt_tg_seed49,3,0.03229945960144202,0.5503188405797101,0.0463768115942029
dramt_tg_seed50,none,0.03296804474666715,0.5565217391304348,0.034782608695652174
dramt_tg_seed50,0,0.03489016927778721,0.5489855072463768,0.0463768115942029
dramt_tg_seed50,1,0.03400214513142904,0.5471304347826087,0.02608695652173913
dramt_tg_seed50,2,0.03183072246611118,0.5621449275362319,0.03188405797101449
dramt_tg_seed50,3,0.03114914211134116,0.5678260869565217,0.034782608695652174
dramt_tg_seed51,none,0.033302596770226955,0.5407826086956522,0.021739130434782608
dramt_tg_seed51,0,0.03564562524358431,0.5129855072463768,0.028985507246376812
dramt_tg_seed51,1,0.033728763461112976,0.5491014492753624,0.02028985507246377
dramt_tg_seed51,2,0.032291886707146965,0.5398260869565218,0.008695652173913044
dramt_tg_seed51,3,0.03154411166906357,0.5612173913043478,0.028985507246376812
