run,horizon,MAE,null_MAE,oracle_drift_MAE,mean_pred,mean_actual,n_obs,beats_null
ablation_no_macro_s44,3,0.02594638057053089,0.02542862668633461,0.025290384888648987,0.0033321946393698454,0.0021548259537667036,2300,False
ablation_no_macro_s44,4,0.03001968376338482,0.029436659067869186,0.02925657480955124,0.004873411729931831,0.002847495721653104,2300,False
ablation_no_macro_s44,5,0.03373038396239281,0.032922785729169846,0.03267541527748108,0.006259532645344734,0.0035679801367223263,2300,False
ablation_no_macro_s44,6,0.036800213158130646,0.03617163002490997,0.0358055979013443,0.007051331922411919,0.004151492845267057,2300,False
ablation_no_macro_s44,7,0.039718449115753174,0.039120111614465714,0.038658902049064636,0.008118593133985996,0.00470747472718358,2300,False
ablation_no_macro_s44,8,0.04241998493671417,0.04183616489171982,0.04128556698560715,0.009741881862282753,0.005358648020774126,2300,False
ablation_no_macro_s44,9,0.044768135994672775,0.044423654675483704,0.04373978078365326,0.010535943321883678,0.005948053207248449,2300,False
ablation_no_macro_s44,10,0.04718457907438278,0.04693780466914177,0.04614844545722008,0.011331145651638508,0.006491753738373518,2300,False
ablation_no_macro_s45,1,0.014455430209636688,0.01386623177677393,0.013836405239999294,0.002925297012552619,0.0007494936580769718,2300,False
ablation_no_macro_s45,2,0.020934808999300003,0.020612254738807678,0.020535385236144066,0.004200058989226818,0.00138772779610008,2300,False
ablation_no_macro_s45,3,0.026023244485259056,0.02542862668633461,0.025290384888648987,0.0053350673988461494,0.0021548259537667036,2300,False
ablation_no_macro_s45,4,0.030616195872426033,0.029436659067869186,0.02925657480955124,0.0064047821797430515,0.002847495721653104,2300,False
ablation_no_macro_s45,5,0.034016795456409454,0.032922785729169846,0.03267541527748108,0.007342628203332424,0.0035679801367223263,2300,False
ablation_no_macro_s45,6,0.03721735253930092,0.03617163002490997,0.0358055979013443,0.008074553683400154,0.004151492845267057,2300,False
ablation_no_macro_s45,7,0.040134865790605545,0.039120111614465714,0.038658902049064636,0.009015746414661407,0.00470747472718358,2300,False
ablation_no_macro_s45,8,0.04287510737776756,0.04183616489171982,0.04128556698560715,0.010153747163712978,0.005358648020774126,2300,False
ablation_no_macro_s45,9,0.045291364192962646,0.044423654675483704,0.04373978078365326,0.01116495206952095,0.005948053207248449,2300,False
ablation_no_macro_s45,10,0.047829966992139816,0.04693780466914177,0.04614844545722008,0.011808030307292938,0.006491753738373518,2300,False
ablation_no_macro_s46,1,0.014813902787864208,0.01386623177677393,0.013836405239999294,-0.00016901969502214342,0.0007494936580769718,2300,False
ablation_no_macro_s46,2,0.021411186084151268,0.020612254738807678,0.020535385236144066,0.0014040499227121472,0.00138772779610008,2300,False
ablation_no_macro_s46,3,0.026269173249602318,0.02542862668633461,0.025290384888648987,0.002959015779197216,0.0021548259537667036,2300,False
ablation_no_macro_s46,4,0.030362887308001518,0.029436659067869186,0.02925657480955124,0.0047182911075651646,0.002847495721653104,2300,False
ablation_no_macro_s46,5,0.033868350088596344,0.032922785729169846,0.03267541527748108,0.0060037886723876,0.0035679801367223263,2300,False
ablation_no_macro_s46,6,0.036876507103443146,0.03617163002490997,0.0358055979013443,0.006773708388209343,0.004151492845267057,2300,False
ablation_no_macro_s46,7,0.03975185751914978,0.039120111614465714,0.038658902049064636,0.008115443401038647,0.00470747472718358,2300,False
ablation_no_macro_s46,8,0.042368754744529724,0.04183616489171982,0.04128556698560715,0.009269828908145428,0.005358648020774126,2300,False
ablation_no_macro_s46,9,0.044730983674526215,0.044423654675483704,0.04373978078365326,0.011047382839024067,0.005948053207248449,2300,False
ablation_no_macro_s46,10,0.047136321663856506,0.04693780466914177,0.04614844545722008,0.012010302394628525,0.006491753738373518,2300,False
ablation_no_sentiment_s42,1,0.01447793748229742,0.01386623177677393,0.013836405239999294,0.0027932871598750353,0.0007494936580769718,2300,False
ablation_no_sentiment_s42,2,0.02091251127421856,0.020612254738807678,0.020535385236144066,0.0042871516197919846,0.00138772779610008,2300,False
ablation_no_sentiment_s42,3,0.02574748918414116,0.02542862668633461,0.025290384888648987,0.005609726067632437,0.0021548259537667036,2300,False
ablation_no_sentiment_s42,4,0.02986105903983116,0.029436659067869186,0.02925657480955124,0.007201929576694965,0.002847495721653104,2300,False
